ID,Description_en,VulnStatus,Published,LastModified,WeaknessSource,WeaknessValue,CVSS_Source_v31,CVSS_Vector_v31,CVSS_BaseScore,CVSS_BaseSeverity,ShortName,Group_Label
CVE-2022-20686,"multiple vulnerabilities in the link layer discovery protocol (lldp) functionality of cisco ata 190 series analog telephone adapter firmware could allow an unauthenticated, remote attacker to execute arbitrary code on an affected device and cause the lldp service to restart. these vulnerabilities are due to missing length validation of certain lldp packet header fields. an attacker could exploit these vulnerabilities by sending a malicious lldp packet to an affected device. a successful exploit could allow the attacker to execute code on the affected device and cause lldp to restart unexpectedly, resulting in a denial of service (dos) condition.",Modified,2022-12-12,2024-11-21,ykramarz@cisco.com,CWE-130,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group78
CVE-2022-20686,"multiple vulnerabilities in the link layer discovery protocol (lldp) functionality of cisco ata 190 series analog telephone adapter firmware could allow an unauthenticated, remote attacker to execute arbitrary code on an affected device and cause the lldp service to restart. these vulnerabilities are due to missing length validation of certain lldp packet header fields. an attacker could exploit these vulnerabilities by sending a malicious lldp packet to an affected device. a successful exploit could allow the attacker to execute code on the affected device and cause lldp to restart unexpectedly, resulting in a denial of service (dos) condition.",Modified,2022-12-12,2024-11-21,nvd@nist.gov,CWE-1284,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,MEDIUM,NVD,G_C_NVD_Cisco_Group78
CVE-2022-20687,"multiple vulnerabilities in the link layer discovery protocol (lldp) functionality of cisco ata 190 series analog telephone adapter firmware could allow an unauthenticated, remote attacker to execute arbitrary code on an affected device and cause the lldp service to restart. these vulnerabilities are due to missing length validation of certain lldp packet header fields. an attacker could exploit these vulnerabilities by sending a malicious lldp packet to an affected device. a successful exploit could allow the attacker to execute code on the affected device and cause lldp to restart unexpectedly, resulting in a denial of service (dos) condition.",Modified,2022-12-12,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,MEDIUM,Cisco,G_C_CNA_Cisco_Group78
CVE-2022-20687,"multiple vulnerabilities in the link layer discovery protocol (lldp) functionality of cisco ata 190 series analog telephone adapter firmware could allow an unauthenticated, remote attacker to execute arbitrary code on an affected device and cause the lldp service to restart. these vulnerabilities are due to missing length validation of certain lldp packet header fields. an attacker could exploit these vulnerabilities by sending a malicious lldp packet to an affected device. a successful exploit could allow the attacker to execute code on the affected device and cause lldp to restart unexpectedly, resulting in a denial of service (dos) condition.",Modified,2022-12-12,2024-11-21,nvd@nist.gov,CWE-1284,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,MEDIUM,NVD,G_C_NVD_Cisco_Group78
CVE-2021-1598,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,ykramarz@cisco.com,CWE-401,ykramarz@cisco.com,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group79
CVE-2021-1598,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,nvd@nist.gov,CWE-401,nvd@nist.gov,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,NVD,G_C_NVD_Cisco_Group79
CVE-2021-1596,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,ykramarz@cisco.com,CWE-401,ykramarz@cisco.com,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group79
CVE-2021-1596,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,nvd@nist.gov,CWE-401,nvd@nist.gov,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,NVD,G_C_NVD_Cisco_Group79
CVE-2021-1597,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,ykramarz@cisco.com,CWE-401,ykramarz@cisco.com,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group79
CVE-2021-1597,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,nvd@nist.gov,CWE-401,nvd@nist.gov,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,NVD,G_C_NVD_Cisco_Group79
CVE-2021-1595,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,ykramarz@cisco.com,CWE-401,ykramarz@cisco.com,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group79
CVE-2021-1595,"multiple vulnerabilities in the link layer discovery protocol (lldp) implementation for cisco video surveillance 7000 series ip cameras could allow an unauthenticated, adjacent attacker to cause a memory leak, which could lead to a denial of service (dos) condition on an affected device. these vulnerabilities are due to incorrect processing of certain lldp packets at ingress time. an attacker could exploit these vulnerabilities by sending crafted lldp packets to an affected device. a successful exploit could allow the attacker to cause the affected device to continuously consume memory, which could cause the device to crash and reload, resulting in a dos condition. note: lldp is a layer 2 protocol. to exploit these vulnerabilities, an attacker must be in the same broadcast domain as the affected device (layer 2 adjacent).",Modified,2021-07-08,2024-11-21,nvd@nist.gov,CWE-401,nvd@nist.gov,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,NVD,G_C_NVD_Cisco_Group79
CVE-2023-20245,"multiple vulnerabilities in the per-user-override feature of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to bypass a configured access control list (acl) and allow traffic that should be denied to flow through an affected device. these vulnerabilities are due to a logic error that could occur when the affected software constructs and applies per-user-override rules. an attacker could exploit these vulnerabilities by connecting to a network through an affected device that has a vulnerable configuration. a successful exploit could allow the attacker to bypass the interface acl and access resources that would should be protected.",Modified,2023-11-01,2024-11-21,ykramarz@cisco.com,CWE-290,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:N,5.8,MEDIUM,Cisco,G_I_CNA_Cisco_Group80
CVE-2023-20245,"multiple vulnerabilities in the per-user-override feature of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to bypass a configured access control list (acl) and allow traffic that should be denied to flow through an affected device. these vulnerabilities are due to a logic error that could occur when the affected software constructs and applies per-user-override rules. an attacker could exploit these vulnerabilities by connecting to a network through an affected device that has a vulnerable configuration. a successful exploit could allow the attacker to bypass the interface acl and access resources that would should be protected.",Modified,2023-11-01,2024-11-21,nvd@nist.gov,NVD-CWE-noinfo,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:N,5.8,MEDIUM,NVD,G_C_NVD_Cisco_Group80
CVE-2023-20256,"multiple vulnerabilities in the per-user-override feature of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to bypass a configured access control list (acl) and allow traffic that should be denied to flow through an affected device. these vulnerabilities are due to a logic error that could occur when the affected software constructs and applies per-user-override rules. an attacker could exploit these vulnerabilities by connecting to a network through an affected device that has a vulnerable configuration. a successful exploit could allow the attacker to bypass the interface acl and access resources that would should be protected.",Modified,2023-11-01,2024-11-21,ykramarz@cisco.com,CWE-290,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,5.0,MEDIUM,Cisco,G_I_CNA_Cisco_Group80
CVE-2023-20256,"multiple vulnerabilities in the per-user-override feature of cisco adaptive security appliance (asa) software and cisco firepower threat defense (ftd) software could allow an unauthenticated, remote attacker to bypass a configured access control list (acl) and allow traffic that should be denied to flow through an affected device. these vulnerabilities are due to a logic error that could occur when the affected software constructs and applies per-user-override rules. an attacker could exploit these vulnerabilities by connecting to a network through an affected device that has a vulnerable configuration. a successful exploit could allow the attacker to bypass the interface acl and access resources that would should be protected.",Modified,2023-11-01,2024-11-21,nvd@nist.gov,NVD-CWE-noinfo,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:N,5.8,MEDIUM,NVD,G_C_NVD_Cisco_Group80
CVE-2021-1135,"multiple vulnerabilities in the rest api endpoint of cisco data center network manager (dcnm) could allow an authenticated, remote attacker to view, modify, and delete data without proper authorization. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2021-01-20,2024-11-21,ykramarz@cisco.com,CWE-184,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,4.6,MEDIUM,Cisco,G_C_CNA_Cisco_Group81
CVE-2021-1135,"multiple vulnerabilities in the rest api endpoint of cisco data center network manager (dcnm) could allow an authenticated, remote attacker to view, modify, and delete data without proper authorization. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2021-01-20,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,4.3,MEDIUM,NVD,G_I_NVD_Cisco_Group81
CVE-2021-1133,"multiple vulnerabilities in the rest api endpoint of cisco data center network manager (dcnm) could allow an authenticated, remote attacker to view, modify, and delete data without proper authorization. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2021-01-20,2024-11-21,ykramarz@cisco.com,CWE-184,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,4.6,MEDIUM,Cisco,G_C_CNA_Cisco_Group81
CVE-2021-1133,"multiple vulnerabilities in the rest api endpoint of cisco data center network manager (dcnm) could allow an authenticated, remote attacker to view, modify, and delete data without proper authorization. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2021-01-20,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:H/A:H,7.3,HIGH,NVD,G_I_NVD_Cisco_Group81
CVE-2021-1255,"multiple vulnerabilities in the rest api endpoint of cisco data center network manager (dcnm) could allow an authenticated, remote attacker to view, modify, and delete data without proper authorization. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2021-01-20,2024-11-21,ykramarz@cisco.com,CWE-184,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,4.6,MEDIUM,Cisco,G_C_CNA_Cisco_Group81
CVE-2021-1255,"multiple vulnerabilities in the rest api endpoint of cisco data center network manager (dcnm) could allow an authenticated, remote attacker to view, modify, and delete data without proper authorization. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2021-01-20,2024-11-21,nvd@nist.gov,,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,5.4,MEDIUM,NVD,G_I_NVD_Cisco_Group81
CVE-2023-20122,"multiple vulnerabilities in the restricted shell of cisco evolved programmable network manager (epnm), cisco identity services engine (ise), and cisco prime infrastructure could allow an authenticated, local attacker to escape the restricted shell and gain root privileges on the underlying operating system. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2023-04-05,2024-11-21,ykramarz@cisco.com,CWE-77,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.0,MEDIUM,Cisco,G_C_CNA_Cisco_Group82
CVE-2023-20122,"multiple vulnerabilities in the restricted shell of cisco evolved programmable network manager (epnm), cisco identity services engine (ise), and cisco prime infrastructure could allow an authenticated, local attacker to escape the restricted shell and gain root privileges on the underlying operating system. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2023-04-05,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,HIGH,NVD,G_I_NVD_Cisco_Group82
CVE-2023-20121,"multiple vulnerabilities in the restricted shell of cisco evolved programmable network manager (epnm), cisco identity services engine (ise), and cisco prime infrastructure could allow an authenticated, local attacker to escape the restricted shell and gain root privileges on the underlying operating system. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2023-04-05,2024-11-21,ykramarz@cisco.com,CWE-77,ykramarz@cisco.com,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.0,MEDIUM,Cisco,G_C_CNA_Cisco_Group82
CVE-2023-20121,"multiple vulnerabilities in the restricted shell of cisco evolved programmable network manager (epnm), cisco identity services engine (ise), and cisco prime infrastructure could allow an authenticated, local attacker to escape the restricted shell and gain root privileges on the underlying operating system. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2023-04-05,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,6.7,MEDIUM,NVD,G_I_NVD_Cisco_Group82
CVE-2022-20922,"multiple vulnerabilities in the server message block version 2 (smb2) processor of the snort detection engine on multiple cisco products could allow an unauthenticated, remote attacker to bypass the configured policies or cause a denial of service (dos) condition on an affected device. these vulnerabilities are due to improper management of system resources when the snort detection engine is processing smb2 traffic. an attacker could exploit these vulnerabilities by sending a high rate of certain types of smb2 packets through an affected device. a successful exploit could allow the attacker to trigger a reload of the snort process, resulting in a dos condition. note: when the snort preserve-connection option is enabled for the snort detection engine, a successful exploit could also allow the attacker to bypass the configured policies and deliver a malicious payload to the protected network. the snort preserve-connection setting is enabled by default. see the details ['#details'] section of this advisory for more information. note: only products that have snort 3 configured are affected. products that are configured with snort 2 are not affected.",Modified,2022-11-15,2024-11-21,ykramarz@cisco.com,CWE-244,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,5.8,MEDIUM,Cisco,G_C_CNA_Cisco_Group83
CVE-2022-20922,"multiple vulnerabilities in the server message block version 2 (smb2) processor of the snort detection engine on multiple cisco products could allow an unauthenticated, remote attacker to bypass the configured policies or cause a denial of service (dos) condition on an affected device. these vulnerabilities are due to improper management of system resources when the snort detection engine is processing smb2 traffic. an attacker could exploit these vulnerabilities by sending a high rate of certain types of smb2 packets through an affected device. a successful exploit could allow the attacker to trigger a reload of the snort process, resulting in a dos condition. note: when the snort preserve-connection option is enabled for the snort detection engine, a successful exploit could also allow the attacker to bypass the configured policies and deliver a malicious payload to the protected network. the snort preserve-connection setting is enabled by default. see the details ['#details'] section of this advisory for more information. note: only products that have snort 3 configured are affected. products that are configured with snort 2 are not affected.",Modified,2022-11-15,2024-11-21,nvd@nist.gov,NVD-CWE-Other,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,6.5,MEDIUM,NVD,G_I_NVD_Cisco_Group83
CVE-2022-20943,"multiple vulnerabilities in the server message block version 2 (smb2) processor of the snort detection engine on multiple cisco products could allow an unauthenticated, remote attacker to bypass the configured policies or cause a denial of service (dos) condition on an affected device. these vulnerabilities are due to improper management of system resources when the snort detection engine is processing smb2 traffic. an attacker could exploit these vulnerabilities by sending a high rate of certain types of smb2 packets through an affected device. a successful exploit could allow the attacker to trigger a reload of the snort process, resulting in a dos condition. note: when the snort preserve-connection option is enabled for the snort detection engine, a successful exploit could also allow the attacker to bypass the configured policies and deliver a malicious payload to the protected network. the snort preserve-connection setting is enabled by default. see the details ['#details'] section of this advisory for more information. note: only products that have snort 3 configured are affected. products that are configured with snort 2 are not affected.",Modified,2022-11-15,2024-11-21,ykramarz@cisco.com,CWE-244,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,5.8,MEDIUM,Cisco,G_C_CNA_Cisco_Group83
CVE-2022-20943,"multiple vulnerabilities in the server message block version 2 (smb2) processor of the snort detection engine on multiple cisco products could allow an unauthenticated, remote attacker to bypass the configured policies or cause a denial of service (dos) condition on an affected device. these vulnerabilities are due to improper management of system resources when the snort detection engine is processing smb2 traffic. an attacker could exploit these vulnerabilities by sending a high rate of certain types of smb2 packets through an affected device. a successful exploit could allow the attacker to trigger a reload of the snort process, resulting in a dos condition. note: when the snort preserve-connection option is enabled for the snort detection engine, a successful exploit could also allow the attacker to bypass the configured policies and deliver a malicious payload to the protected network. the snort preserve-connection setting is enabled by default. see the details ['#details'] section of this advisory for more information. note: only products that have snort 3 configured are affected. products that are configured with snort 2 are not affected.",Modified,2022-11-15,2024-11-21,nvd@nist.gov,NVD-CWE-Other,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,5.8,MEDIUM,NVD,G_I_NVD_Cisco_Group83
CVE-2020-3501,"multiple vulnerabilities in the user interface of cisco webex meetings desktop app could allow an authenticated, remote attacker to obtain restricted information from other webex users. these vulnerabilities are due to improper input validation of parameters returned to the application from a web site. an attacker with a valid webex account could exploit these vulnerabilities by persuading a user to follow a url that is designed to return malicious path parameters to the affected software. a successful exploit could allow the attacker to obtain restricted information from other webex users.",Modified,2020-08-17,2024-11-21,ykramarz@cisco.com,CWE-20,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N,4.1,MEDIUM,Cisco,G_C_CNA_Cisco_Group84
CVE-2020-3501,"multiple vulnerabilities in the user interface of cisco webex meetings desktop app could allow an authenticated, remote attacker to obtain restricted information from other webex users. these vulnerabilities are due to improper input validation of parameters returned to the application from a web site. an attacker with a valid webex account could exploit these vulnerabilities by persuading a user to follow a url that is designed to return malicious path parameters to the affected software. a successful exploit could allow the attacker to obtain restricted information from other webex users.",Modified,2020-08-17,2024-11-21,nvd@nist.gov,CWE-20,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N,4.1,MEDIUM,NVD,G_C_NVD_Cisco_Group84
CVE-2020-3502,"multiple vulnerabilities in the user interface of cisco webex meetings desktop app could allow an authenticated, remote attacker to obtain restricted information from other webex users. these vulnerabilities are due to improper input validation of parameters returned to the application from a web site. an attacker with a valid webex account could exploit these vulnerabilities by persuading a user to follow a url that is designed to return malicious path parameters to the affected software. a successful exploit could allow the attacker to obtain restricted information from other webex users.",Modified,2020-08-17,2024-11-21,ykramarz@cisco.com,CWE-20,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N,4.1,MEDIUM,Cisco,G_C_CNA_Cisco_Group84
CVE-2020-3502,"multiple vulnerabilities in the user interface of cisco webex meetings desktop app could allow an authenticated, remote attacker to obtain restricted information from other webex users. these vulnerabilities are due to improper input validation of parameters returned to the application from a web site. an attacker with a valid webex account could exploit these vulnerabilities by persuading a user to follow a url that is designed to return malicious path parameters to the affected software. a successful exploit could allow the attacker to obtain restricted information from other webex users.",Modified,2020-08-17,2024-11-21,nvd@nist.gov,CWE-20,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N,4.1,MEDIUM,NVD,G_C_NVD_Cisco_Group84
CVE-2022-20764,"multiple vulnerabilities in the web engine of cisco telepresence collaboration endpoint (ce) software and cisco roomos software could allow a remote attacker to cause a denial of service (dos) condition, view sensitive data on an affected device, or redirect users to an attacker-controlled destination. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-05-04,2024-11-21,ykramarz@cisco.com,CWE-601,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group85
CVE-2022-20764,"multiple vulnerabilities in the web engine of cisco telepresence collaboration endpoint (ce) software and cisco roomos software could allow a remote attacker to cause a denial of service (dos) condition, view sensitive data on an affected device, or redirect users to an attacker-controlled destination. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-05-04,2024-11-21,nvd@nist.gov,NVD-CWE-Other,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,8.1,HIGH,NVD,G_I_NVD_Cisco_Group85
CVE-2022-20794,"multiple vulnerabilities in the web engine of cisco telepresence collaboration endpoint (ce) software and cisco roomos software could allow a remote attacker to cause a denial of service (dos) condition, view sensitive data on an affected device, or redirect users to an attacker-controlled destination. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-05-04,2024-11-21,ykramarz@cisco.com,CWE-601,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.5,MEDIUM,Cisco,G_C_CNA_Cisco_Group85
CVE-2022-20794,"multiple vulnerabilities in the web engine of cisco telepresence collaboration endpoint (ce) software and cisco roomos software could allow a remote attacker to cause a denial of service (dos) condition, view sensitive data on an affected device, or redirect users to an attacker-controlled destination. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-05-04,2024-11-21,nvd@nist.gov,CWE-601,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N,4.7,MEDIUM,NVD,G_I_NVD_Cisco_Group85
CVE-2022-20852,"multiple vulnerabilities in the web interface of cisco webex meetings could allow a remote attacker to conduct a cross-site scripting (xss) attack or a frame hijacking attack against a user of the web interface. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-08-10,2024-11-21,ykramarz@cisco.com,CWE-1021,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,Cisco,G_C_CNA_Cisco_Group86
CVE-2022-20852,"multiple vulnerabilities in the web interface of cisco webex meetings could allow a remote attacker to conduct a cross-site scripting (xss) attack or a frame hijacking attack against a user of the web interface. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-08-10,2024-11-21,nvd@nist.gov,CWE-1021,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,6.5,MEDIUM,NVD,G_I_NVD_Cisco_Group86
CVE-2022-20820,"multiple vulnerabilities in the web interface of cisco webex meetings could allow a remote attacker to conduct a cross-site scripting (xss) attack or a frame hijacking attack against a user of the web interface. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-08-10,2024-11-21,ykramarz@cisco.com,CWE-1021,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,Cisco,G_C_CNA_Cisco_Group86
CVE-2022-20820,"multiple vulnerabilities in the web interface of cisco webex meetings could allow a remote attacker to conduct a cross-site scripting (xss) attack or a frame hijacking attack against a user of the web interface. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2022-08-10,2024-11-21,nvd@nist.gov,CWE-79,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,NVD,G_I_NVD_Cisco_Group86
CVE-2023-20132,"multiple vulnerabilities in the web interface of cisco webex meetings could allow an authenticated, remote attacker to conduct a stored cross-site scripting (xss) attack or upload arbitrary files as recordings. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2023-04-05,2024-11-21,ykramarz@cisco.com,CWE-20,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,Cisco,G_C_CNA_Cisco_Group87
CVE-2023-20132,"multiple vulnerabilities in the web interface of cisco webex meetings could allow an authenticated, remote attacker to conduct a stored cross-site scripting (xss) attack or upload arbitrary files as recordings. for more information about these vulnerabilities, see the details section of this advisory.",Modified,2023-04-05,2024-11-21,nvd@nist.gov,CWE-79,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,MEDIUM,NVD,G_I_NVD_Cisco_Group87
