ID,ShortName,AV_Diff,AC_Diff,PR_Diff,UI_Diff,S_Diff,C_Diff,I_Diff,A_Diff,Hamming_Distance
CVE-2023-30726,Samsung Mobile,0,1,1,1,0,0,0,0,3
CVE-2023-30727,Samsung Mobile,1,0,1,0,0,1,0,1,4
CVE-2023-30728,Samsung Mobile,0,0,0,0,0,1,1,0,2
CVE-2023-30729,Samsung Mobile,0,1,0,0,0,0,1,1,3
CVE-2023-30730,Samsung Mobile,0,0,1,1,0,1,0,0,3
CVE-2023-30731,Samsung Mobile,0,0,1,1,0,1,0,1,4
CVE-2023-30732,Samsung Mobile,0,0,0,0,0,1,0,0,1
CVE-2023-30733,Samsung Mobile,0,1,1,0,1,0,0,1,4
CVE-2023-30734,Samsung Mobile,0,0,1,0,0,1,0,0,2
CVE-2023-30735,Samsung Mobile,0,1,1,0,0,1,0,0,3
CVE-2023-30736,Samsung Mobile,1,0,0,0,0,0,1,1,3
CVE-2023-30737,Samsung Mobile,0,0,1,0,0,1,0,0,2
CVE-2023-30738,Samsung Mobile,0,0,0,0,0,1,1,0,2
CVE-2023-30739,Samsung Mobile,0,0,1,0,0,0,0,0,1
CVE-2023-30740,SAP,0,0,0,0,0,1,0,0,1
CVE-2023-30741,SAP,0,0,0,0,0,0,0,0,0
CVE-2023-30742,SAP,0,0,0,0,0,0,0,0,0
CVE-2023-30743,SAP,0,0,0,0,0,0,0,1,1
CVE-2023-30744,SAP,0,0,0,0,0,1,0,0,1
CVE-2023-30745,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30746,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30747,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30749,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30750,Patchstack,0,0,0,0,1,0,1,1,3
CVE-2023-30751,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30752,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30753,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30754,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30757,Siemens,0,0,1,0,0,0,0,0,1
CVE-2023-30758,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30759,CISA-ADP,0,0,1,0,0,0,0,0,1
CVE-2023-30760,Intel,0,0,0,0,0,1,0,0,1
CVE-2023-30762,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30763,Intel,0,1,0,0,1,1,0,0,3
CVE-2023-30764,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30765,ICS-CERT,0,0,1,0,0,0,0,0,1
CVE-2023-30766,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30768,Intel,0,0,0,1,1,0,0,0,2
CVE-2023-30769,Halborn,0,0,0,0,0,1,0,0,1
CVE-2023-30770,ASUSTOR,0,1,1,0,0,1,0,0,3
CVE-2023-30771,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30775,CISA-ADP,0,0,1,1,0,0,0,0,2
CVE-2023-30776,Apache,0,0,1,0,0,0,0,0,1
CVE-2023-30777,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30778,Patchstack,0,1,0,0,0,0,0,1,2
CVE-2023-30779,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-3078,Lenovo,0,0,0,0,0,0,0,0,0
CVE-2023-30780,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30781,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30782,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30784,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30785,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30786,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-3079,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30791,Fluid Attacks,0,1,0,0,0,1,1,1,4
CVE-2023-30792,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30795,Siemens,0,0,0,0,0,0,0,0,0
CVE-2023-30796,Siemens,0,0,0,0,0,0,0,0,0
CVE-2023-30797,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30798,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30799,VulnCheck,0,0,0,0,1,0,0,0,1
CVE-2023-3080,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-30800,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30801,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30802,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30803,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30804,VulnCheck,0,0,1,0,0,0,0,0,1
CVE-2023-30805,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-30806,VulnCheck,0,0,0,0,0,0,0,0,0
CVE-2023-3081,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-3082,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-30837,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30838,GitHub,0,1,0,0,0,0,0,0,1
CVE-2023-30839,GitHub,0,0,0,0,1,0,0,0,1
CVE-2023-30840,GitHub,0,1,1,1,0,0,0,1,4
CVE-2023-30841,GitHub,0,0,1,0,1,1,1,0,4
CVE-2023-30843,GitHub,0,1,1,0,0,0,1,0,3
CVE-2023-30844,GitHub,0,1,0,1,1,1,1,1,6
CVE-2023-30845,GitHub,0,0,0,0,0,0,1,1,2
CVE-2023-30846,GitHub,0,0,0,0,0,0,1,0,1
CVE-2023-30847,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30848,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30849,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-3085,VulDB,0,0,1,0,1,1,0,0,3
CVE-2023-30850,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30851,GitHub,1,0,1,0,1,1,0,0,4
CVE-2023-30852,GitHub,0,1,0,0,0,0,0,0,1
CVE-2023-30853,GitHub,0,0,0,1,1,0,1,0,3
CVE-2023-30854,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30855,GitHub,0,0,1,0,0,0,0,0,1
CVE-2023-30856,GitHub,0,0,0,0,0,1,1,1,3
CVE-2023-30857,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30858,GitHub,0,0,0,0,0,0,0,1,1
CVE-2023-30859,GitHub,0,0,0,0,1,1,1,1,4
CVE-2023-30860,GitHub,0,0,0,0,1,1,1,1,4
CVE-2023-30861,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-30863,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30864,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30865,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30866,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30868,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30869,Patchstack,0,0,0,0,0,0,0,0,0
CVE-2023-3087,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-30871,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30872,Patchstack,0,0,0,0,1,0,1,1,3
CVE-2023-30874,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30875,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30876,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-30877,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-3088,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-3089,Red Hat,0,1,0,0,0,0,1,1,3
CVE-2023-30897,Siemens,0,0,0,0,0,0,0,0,0
CVE-2023-30898,Siemens,0,0,0,0,1,0,0,0,1
CVE-2023-30899,Siemens,0,0,0,0,1,0,0,0,1
CVE-2023-3090,Google LLC,0,0,0,0,0,0,0,0,0
CVE-2023-30901,Siemens,0,0,0,0,0,1,1,1,3
CVE-2023-30906,HPE,0,1,0,1,1,0,0,0,3
CVE-2023-30908,HPE,0,0,0,0,0,0,0,0,0
CVE-2023-30909,HPE,0,0,0,0,0,0,0,0,0
CVE-2023-30910,HPE,0,0,0,0,0,0,0,0,0
CVE-2023-30911,HPE,0,0,1,0,1,0,0,0,2
CVE-2023-30912,HPE,0,0,1,0,0,0,0,0,1
CVE-2023-30914,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-30915,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3092,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-3093,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-3094,VulDB,0,0,1,0,0,1,1,1,4
CVE-2023-30943,Puiterwijk,0,0,0,1,0,0,1,0,2
CVE-2023-30944,Puiterwijk,0,1,0,0,0,0,0,0,1
CVE-2023-30945,Palantir,0,0,0,0,0,0,0,0,0
CVE-2023-30946,Palantir,0,0,0,1,0,0,0,0,1
CVE-2023-30948,Palantir,0,0,0,0,0,0,0,0,0
CVE-2023-30949,Palantir,0,0,0,1,0,0,0,0,1
CVE-2023-30950,Palantir,0,1,1,0,0,0,0,0,2
CVE-2023-30951,Palantir,0,1,0,0,1,0,0,0,2
CVE-2023-30952,Palantir,0,0,0,0,1,0,0,0,1
CVE-2023-30954,Palantir,0,1,1,0,0,0,0,0,2
CVE-2023-30955,Palantir,0,0,0,0,0,0,1,0,1
CVE-2023-30956,Palantir,0,0,0,0,0,0,0,0,0
CVE-2023-30958,Palantir,0,0,0,0,0,0,1,0,1
CVE-2023-30959,Palantir,0,0,0,0,0,0,1,0,1
CVE-2023-3096,VulDB,0,0,0,0,0,1,1,1,3
CVE-2023-30960,Palantir,0,0,0,0,0,0,0,0,0
CVE-2023-30961,Palantir,0,0,0,0,1,1,1,0,3
CVE-2023-30962,Palantir,0,0,0,0,0,1,1,0,2
CVE-2023-30963,Palantir,0,0,0,0,0,0,0,0,0
CVE-2023-30967,Palantir,0,0,0,0,0,0,1,1,2
CVE-2023-30969,Palantir,0,0,0,0,0,1,0,0,1
CVE-2023-3097,VulDB,0,0,0,0,0,1,1,1,3
CVE-2023-30970,Palantir,0,0,0,0,0,0,0,0,0
CVE-2023-3098,VulDB,0,0,0,0,0,1,1,1,3
CVE-2023-30985,Siemens,0,0,0,0,0,1,0,0,1
CVE-2023-30987,IBM,0,1,1,0,0,0,0,0,2
CVE-2023-30988,IBM,0,0,1,0,0,0,0,0,1
CVE-2023-30989,IBM,0,0,1,0,0,0,0,0,1
CVE-2023-3099,VulDB,0,0,0,0,0,0,1,1,2
CVE-2023-30990,IBM,0,0,0,0,0,1,1,0,2
CVE-2023-30991,IBM,0,0,0,0,0,0,0,0,0
CVE-2023-30993,IBM,0,1,0,0,1,0,0,0,2
CVE-2023-30994,IBM,0,0,1,1,1,1,1,0,5
CVE-2023-30995,IBM,0,0,0,0,0,0,0,0,0
CVE-2023-30996,IBM,0,0,0,0,0,0,0,0,0
CVE-2023-30997,IBM,0,0,0,0,0,0,0,0,0
CVE-2023-30998,IBM,0,0,0,0,0,0,0,0,0
CVE-2023-30999,IBM,0,0,0,0,0,0,0,0,0
CVE-2023-3100,VulDB,1,0,1,0,0,1,1,1,5
CVE-2023-31001,IBM,0,1,1,0,0,0,0,0,2
CVE-2023-31002,IBM,0,1,1,0,0,0,0,0,2
CVE-2023-31003,IBM,0,0,1,0,0,0,0,0,1
CVE-2023-31004,IBM,1,0,0,0,0,0,0,0,1
CVE-2023-31005,IBM,0,0,1,0,0,0,1,1,3
CVE-2023-31006,IBM,0,0,1,0,0,0,0,0,1
CVE-2023-31007,Apache,0,0,0,0,0,0,1,0,1
CVE-2023-31008,NVIDIA,0,0,0,0,0,1,0,0,1
CVE-2023-31009,NVIDIA,1,0,0,0,0,1,0,0,2
CVE-2023-31010,NVIDIA,1,0,1,0,0,0,0,0,2
CVE-2023-31011,NVIDIA,1,0,1,0,0,1,0,1,4
CVE-2023-31012,NVIDIA,1,0,1,0,0,0,0,1,3
CVE-2023-31013,NVIDIA,1,0,1,0,0,0,0,1,3
CVE-2023-31014,NVIDIA,0,1,0,0,0,0,0,0,1
CVE-2023-31015,NVIDIA,0,0,0,0,0,1,0,1,2
CVE-2023-31016,NVIDIA,0,0,1,0,0,0,0,0,1
CVE-2023-31017,NVIDIA,0,0,0,0,0,0,0,0,0
CVE-2023-31018,NVIDIA,0,0,0,0,1,0,0,0,1
CVE-2023-31019,NVIDIA,0,0,0,0,0,0,0,1,1
CVE-2023-3102,GitLAb,0,0,0,0,0,0,0,0,0
CVE-2023-31020,NVIDIA,0,0,0,0,0,0,1,0,1
CVE-2023-31021,NVIDIA,0,0,0,0,0,0,0,0,0
CVE-2023-31022,NVIDIA,0,0,0,0,0,0,0,0,0
CVE-2023-31023,NVIDIA,0,0,0,0,0,0,0,0,0
CVE-2023-31024,NVIDIA,0,1,0,0,1,0,0,0,2
CVE-2023-31025,NVIDIA,1,0,0,0,0,0,0,0,1
CVE-2023-31026,NVIDIA,0,0,1,0,1,0,0,0,2
CVE-2023-31027,NVIDIA,0,0,0,0,1,0,0,0,1
CVE-2023-31029,NVIDIA,1,0,0,0,1,0,0,0,2
CVE-2023-3103,INCIBE,1,1,1,0,0,1,1,0,5
CVE-2023-31030,NVIDIA,1,0,0,0,1,0,0,0,2
CVE-2023-31031,NVIDIA,0,0,1,0,0,1,1,1,4
CVE-2023-31032,NVIDIA,0,1,1,0,1,1,1,0,5
CVE-2023-31033,NVIDIA,0,0,1,0,0,0,0,0,1
CVE-2023-31034,NVIDIA,0,1,0,1,1,1,1,0,5
CVE-2023-31035,NVIDIA,0,1,1,0,1,0,0,0,3
CVE-2023-31036,NVIDIA,0,1,0,0,0,0,0,0,1
CVE-2023-31037,NVIDIA,0,0,0,0,0,0,0,0,0
CVE-2023-31038,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31039,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3104,INCIBE,1,0,1,0,0,1,1,0,4
CVE-2023-31042,Pure Storage,0,0,0,0,1,0,0,1,2
CVE-2023-31045,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31047,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31048,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31056,MITRE,0,0,1,0,1,0,1,1,4
CVE-2023-31058,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3106,Red Hat,0,0,0,0,0,1,1,0,2
CVE-2023-31062,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31064,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31065,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31066,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31071,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31072,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31074,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31075,Patchstack,0,0,0,0,0,1,1,1,3
CVE-2023-31076,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31079,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-3108,Red Hat,0,1,1,0,0,0,0,0,2
CVE-2023-31080,Patchstack,0,0,0,0,0,1,0,0,1
CVE-2023-31089,Patchstack,0,0,0,0,0,1,1,1,3
CVE-2023-31091,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31092,Patchstack,0,0,1,0,0,0,1,1,3
CVE-2023-31094,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31095,Patchstack,0,0,0,0,0,0,1,0,1
CVE-2023-31098,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31099,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3110,Silicon Labs,0,0,0,0,1,0,0,0,1
CVE-2023-31100,Phoenix,0,0,0,0,1,0,0,0,1
CVE-2023-31102,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31103,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31114,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31115,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31116,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3112,Lenovo,0,0,0,0,0,0,0,0,0
CVE-2023-31123,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31124,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31125,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31126,GitHub,0,0,1,0,0,0,0,0,1
CVE-2023-31127,GitHub,1,0,0,0,1,0,0,0,2
CVE-2023-31128,GitHub,0,0,0,0,0,1,0,0,1
CVE-2023-31129,GitHub,0,0,0,0,0,1,0,1,2
CVE-2023-3113,Lenovo,0,0,0,0,0,0,1,0,1
CVE-2023-31130,GitHub,0,0,0,0,0,1,1,0,2
CVE-2023-31131,GitHub,0,1,0,0,0,0,0,0,1
CVE-2023-31132,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31133,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31134,GitHub,1,0,0,0,0,0,0,0,1
CVE-2023-31135,GitHub,0,0,0,0,0,1,0,0,1
CVE-2023-31136,GitHub,0,0,0,0,0,1,0,0,1
CVE-2023-31137,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31138,GitHub,0,0,0,0,0,0,0,1,1
CVE-2023-31139,GitHub,0,0,1,0,0,1,0,0,2
CVE-2023-3114,HashiCorp,0,0,0,0,0,1,0,0,1
CVE-2023-31140,GitHub,0,1,0,1,0,0,0,0,2
CVE-2023-31141,GitHub,0,0,1,1,0,0,0,0,2
CVE-2023-31142,GitHub,0,1,1,1,0,1,1,0,5
CVE-2023-31143,GitHub,0,1,0,0,0,1,0,1,3
CVE-2023-31144,GitHub,0,0,0,0,0,0,0,0,0
CVE-2023-31145,GitHub,0,0,0,0,1,1,0,0,2
CVE-2023-31146,GitHub,0,0,0,0,0,0,0,1,1
CVE-2023-31146,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31147,GitHub,0,1,0,0,0,1,1,0,3
CVE-2023-31148,Schweitzer,0,0,1,0,1,0,0,0,2
CVE-2023-31149,Schweitzer,0,0,1,0,1,0,0,0,2
CVE-2023-3115,GitLAb,0,0,0,0,0,0,1,0,1
CVE-2023-31150,Schweitzer,0,1,1,0,1,0,1,1,5
CVE-2023-31151,Schweitzer,0,0,0,0,1,0,0,0,1
CVE-2023-31152,Schweitzer,0,1,1,1,1,1,1,1,7
CVE-2023-31153,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31154,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31155,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31156,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31157,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31158,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31159,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-3116,OpenHarmony,0,0,1,0,0,0,1,1,3
CVE-2023-31160,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31161,Schweitzer,0,0,1,1,1,1,1,1,6
CVE-2023-31162,Schweitzer,0,0,1,1,1,0,0,1,4
CVE-2023-31163,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31164,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31165,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31166,Schweitzer,0,0,0,1,1,0,0,0,2
CVE-2023-31167,Schweitzer,1,0,0,1,0,1,0,0,3
CVE-2023-31168,Schweitzer,1,0,1,0,1,0,0,0,3
CVE-2023-31169,Schweitzer,0,1,0,0,0,0,0,0,1
CVE-2023-31170,Schweitzer,1,0,1,0,1,0,0,0,3
CVE-2023-31171,Schweitzer,1,0,1,0,1,0,0,0,3
CVE-2023-31172,Schweitzer,1,0,1,0,0,0,0,0,2
CVE-2023-31173,Schweitzer,0,0,0,0,0,0,0,1,1
CVE-2023-31174,Schweitzer,0,0,0,0,1,0,0,0,1
CVE-2023-31175,Schweitzer,1,0,1,0,1,0,0,0,3
CVE-2023-31176,Schweitzer,0,0,0,0,0,1,0,1,2
CVE-2023-31177,Schweitzer,0,0,1,0,1,0,0,1,3
CVE-2023-31178,INCD,0,0,1,0,0,1,0,1,3
CVE-2023-31179,INCD,0,0,1,0,0,0,0,0,1
CVE-2023-31180,INCD,0,0,0,0,0,0,0,0,0
CVE-2023-31181,INCD,0,0,0,0,0,0,0,0,0
CVE-2023-31182,INCD,0,0,1,0,0,0,0,1,2
CVE-2023-31183,INCD,0,0,0,0,0,0,0,0,0
CVE-2023-31184,INCD,0,0,1,0,0,0,1,1,3
CVE-2023-31185,INCD,0,0,0,0,0,0,0,0,0
CVE-2023-31186,INCD,0,0,0,0,0,0,0,0,0
CVE-2023-31187,INCD,0,0,0,0,0,0,0,0,0
CVE-2023-31188,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3119,VulDB,0,0,0,0,0,1,1,1,3
CVE-2023-31190,Nozomi,0,0,0,0,0,0,0,0,0
CVE-2023-31191,Nozomi,0,0,0,0,1,0,0,0,1
CVE-2023-31192,Cisco,0,0,0,0,0,0,0,0,0
CVE-2023-31193,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2023-31194,Cisco,0,0,0,0,0,1,1,1,3
CVE-2023-31195,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31196,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31197,Intel,0,1,0,1,0,0,0,0,2
CVE-2023-31198,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31199,Intel,0,0,0,1,1,0,0,0,2
CVE-2023-3120,VulDB,0,0,1,0,0,1,1,1,4
CVE-2023-31200,ICS-CERT,0,1,1,0,0,0,0,1,3
CVE-2023-31203,Intel,0,0,0,1,0,0,0,1,2
CVE-2023-31206,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31207,Checkmk,0,0,1,0,0,0,0,0,1
CVE-2023-31207,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31208,Checkmk,0,0,0,0,0,1,0,0,1
CVE-2023-31209,Checkmk,0,0,0,0,0,0,0,0,0
CVE-2023-3121,VulDB,0,0,0,0,0,0,1,0,1
CVE-2023-31210,Checkmk,1,0,0,0,0,0,0,0,1
CVE-2023-31211,Checkmk,0,0,0,0,0,1,0,1,2
CVE-2023-31212,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31213,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31215,Patchstack,0,0,0,0,1,0,0,0,1
CVE-2023-31216,Patchstack,0,0,0,0,0,1,1,1,3
CVE-2023-31217,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31218,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31219,Patchstack,0,0,0,0,1,1,0,0,2
CVE-2023-3122,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-31220,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31221,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31222,Medtronic,0,0,1,0,0,0,0,0,1
CVE-2023-31223,MITRE,0,0,0,0,0,1,1,0,2
CVE-2023-31225,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31226,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31227,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31228,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31229,Patchstack,0,0,0,0,0,0,1,0,1
CVE-2023-31230,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31231,Patchstack,0,0,0,0,1,1,0,1,3
CVE-2023-31232,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31233,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31236,Patchstack,0,0,0,0,0,0,0,1,1
CVE-2023-31237,Patchstack,0,0,0,0,0,0,1,0,1
CVE-2023-31238,Siemens,0,0,1,1,1,0,0,1,4
CVE-2023-31239,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-3124,Wordfence,0,0,0,0,0,0,0,0,0
CVE-2023-31240,ICS-CERT,0,0,0,0,1,1,1,1,4
CVE-2023-31241,ICS-CERT,0,0,0,0,0,1,1,0,2
CVE-2023-31242,Cisco,0,1,0,0,0,0,0,0,1
CVE-2023-31244,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2023-31245,ICS-CERT,0,0,0,0,0,0,0,1,1
CVE-2023-31246,Intel,0,1,0,1,0,0,0,0,2
CVE-2023-31247,Cisco,0,1,0,0,1,0,0,0,2
CVE-2023-31248,Canonical,0,0,0,0,0,0,0,0,0
CVE-2023-3125,Wordfence,0,0,0,0,0,0,0,0,0
CVE-2023-3126,Wordfence,0,0,0,0,0,0,0,0,0
CVE-2023-3127,Johnson Controls,1,1,0,0,1,1,0,1,5
CVE-2023-31271,Intel,0,1,0,1,0,0,0,0,2
CVE-2023-31272,Cisco,0,0,0,1,0,0,0,0,1
CVE-2023-31273,Intel,0,0,0,0,1,0,0,0,1
CVE-2023-31274,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2023-31275,Cisco,1,0,0,0,0,0,0,0,1
CVE-2023-31277,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2023-31278,ICS-CERT,0,0,0,0,0,0,0,0,0
CVE-2023-3128,Grafana Labs,0,0,0,0,0,0,0,1,1
CVE-2023-31284,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31290,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31296,CISA-ADP,0,0,0,0,0,0,0,0,0
CVE-2023-31307,AMD,0,0,0,0,0,0,0,1,1
CVE-2023-3132,Wordfence,0,1,0,0,0,0,0,0,1
CVE-2023-31339,AMD,0,0,0,0,0,1,0,0,1
CVE-2023-31341,AMD,0,0,0,1,0,1,1,0,3
CVE-2023-31348,AMD,0,0,1,0,0,0,0,0,1
CVE-2023-31349,AMD,0,0,0,1,0,0,0,0,1
CVE-2023-3135,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-31355,AMD,0,0,0,0,0,0,0,0,0
CVE-2023-3136,Wordfence,0,0,0,1,0,0,0,0,1
CVE-2023-31366,AMD,0,0,0,0,0,0,0,1,1
CVE-2023-3140,KNIME,0,0,0,0,0,0,0,0,0
CVE-2023-31403,SAP,0,0,1,0,1,0,0,0,2
CVE-2023-31404,SAP,0,0,0,0,0,0,0,0,0
CVE-2023-31405,SAP,0,0,0,0,0,0,0,0,0
CVE-2023-31406,SAP,0,0,0,0,0,0,0,0,0
CVE-2023-31407,SAP,0,0,0,0,0,0,0,0,0
CVE-2023-31408,SICK AG,0,0,0,0,0,1,0,1,2
CVE-2023-31409,SICK AG,0,0,0,0,0,0,0,1,1
CVE-2023-31410,SICK AG,0,1,0,0,0,0,0,1,2
CVE-2023-31411,SICK AG,0,0,0,0,0,0,0,0,0
CVE-2023-31412,SICK AG,0,0,0,0,0,0,0,0,0
CVE-2023-31413,CISA-ADP,0,0,0,0,0,1,0,0,1
CVE-2023-31414,CISA-ADP,1,0,1,0,1,0,0,0,3
CVE-2023-31415,CISA-ADP,0,0,0,0,1,0,0,0,1
CVE-2023-31416,Elastic,0,0,0,0,0,0,0,0,0
CVE-2023-31417,Elastic,0,1,0,0,0,0,0,0,1
CVE-2023-31418,Elastic,0,0,0,0,0,0,0,0,0
